month,borough,trip_type,route_id,period,number_of_customers,additional_bus_stop_time,additional_travel_time,customer_journey_time_performance
2018-12-01,Manhattan,LCL/LTD,M31,Peak,73029.53,1.486758063,0.860902942,72.5771749
2018-12-01,Manhattan,LCL/LTD,M4,Off-Peak,164440.91,1.483238377,0.482051848,75.6195655
2018-12-01,Manhattan,LCL/LTD,M4,Peak,128102.15,1.439583838,0.540406574,75.1356275
2018-12-01,Manhattan,LCL/LTD,M42,Off-Peak,83815.47,1.487880529,1.402019826,69.6609867
2018-12-01,Manhattan,LCL/LTD,M42,Peak,70652.13,1.404511253,1.834568198,69.9033093
2018-12-01,Manhattan,LCL/LTD,M5,Off-Peak,69435.43,2.082252515,0.747722707,68.6378168
2018-12-01,Manhattan,LCL/LTD,M5,Peak,46792.75,1.927584961,0.744202393,69.7891419
2018-12-01,Manhattan,LCL/LTD,M50,Off-Peak,19015.04,2.756115478,1.862448811,61.5013453
2018-12-01,Manhattan,LCL/LTD,M50,Peak,13044.13,2.450168351,2.299201571,59.4097121
2018-12-01,Manhattan,LCL/LTD,M55,Off-Peak,23249.86,2.48259555,-0.198285129,72.7036842
2018-12-01,Manhattan,LCL/LTD,M55,Peak,14241.03,2.360772049,0.212360735,71.4972416
2018-12-01,Manhattan,LCL/LTD,M57,Off-Peak,58001.62,1.908966931,0.656492455,70.7396408
2018-12-01,Manhattan,LCL/LTD,M57,Peak,44540.82,1.342664376,0.622650916,74.1388269
2018-12-01,Manhattan,LCL/LTD,M66,Off-Peak,87627.6,1.295572934,0.318049468,74.9940303
2018-12-01,Manhattan,LCL/LTD,M66,Peak,69175.54,1.219983592,0.389972513,77.6013812
2018-12-01,Manhattan,LCL/LTD,M7,Off-Peak,115945.55,2.084166598,1.171884234,66.6239699
2018-12-01,Manhattan,LCL/LTD,M7,Peak,70227.86,1.655275071,1.091506673,69.3607693
2018-12-01,Manhattan,LCL/LTD,M72,Off-Peak,51833.22,1.368037331,-0.101913698,78.0401839
2018-12-01,Manhattan,LCL/LTD,M72,Peak,37319.95,0.85015775,-0.201310117,81.8232676
2018-12-01,Manhattan,LCL/LTD,M8,Off-Peak,14185.06,2.605470289,1.225513248,66.5702352
2018-12-01,Manhattan,LCL/LTD,M8,Peak,18783.68,1.465888511,0.749297388,75.4085844
2018-12-01,Manhattan,LCL/LTD,M9,Off-Peak,53328.69,2.085450969,0.67332512,69.1315296
2018-12-01,Manhattan,LCL/LTD,M9,Peak,44116.14,2.219369686,0.574389393,68.6960049
2018-12-01,Manhattan,LCL/LTD,M96,Off-Peak,173631.97,0.997673992,-0.626483683,86.3361778
2018-12-01,Manhattan,LCL/LTD,M96,Peak,134861.52,1.094577245,-0.284331162,84.9930842
2018-12-01,Manhattan,LCL/LTD,M98,Off-Peak,11585.31,1.673786985,-1.687166416,77.3208443
2018-12-01,Manhattan,LCL/LTD,M98,Peak,24675.72,1.921202412,-1.810611388,75.6859896
2018-12-01,Manhattan,SBS,M34+,Off-Peak,82109.74,1.168012002,-0.332315463,84.1548774
2018-12-01,Manhattan,SBS,M34+,Peak,67702.16,1.12964177,-0.355439064,85.334426
2018-12-01,Manhattan,SBS,M34A+,Off-Peak,83892.89,1.372176401,-0.368113132,81.1256513
2018-12-01,Manhattan,SBS,M34A+,Peak,67801.19,1.095714933,-0.412922185,82.9558145
2018-12-01,Manhattan,SBS,M79+,Off-Peak,151972.37,0.903346282,-0.149984153,82.5127951
2018-12-01,Manhattan,SBS,M79+,Peak,127238.93,0.841171529,-0.460404934,86.7384724
2018-12-01,Manhattan,SBS,M15+,Off-Peak,268050.81,1.821304254,-0.205131727,75.5180502
2018-12-01,Manhattan,SBS,M15+,Peak,252614.26,1.283018227,-0.405271761,83.0898032
2018-12-01,Manhattan,SBS,M23+,Off-Peak,156754.74,1.00488497,1.015495158,76.5511756
2018-12-01,Manhattan,SBS,M23+,Peak,112226.58,0.978012522,0.825980578,78.8309222
2018-12-01,Manhattan,SBS,M60+,Off-Peak,147643.96,1.593965686,-0.726931,74.9866739
2018-12-01,Manhattan,SBS,M60+,Peak,94439.74,1.568066778,-0.099331525,71.5032506
2018-12-01,Manhattan,SBS,M86+,Off-Peak,210944.2,0.770156657,1.422222961,77.3488478
2018-12-01,Manhattan,SBS,M86+,Peak,172768.71,0.762128045,1.063289361,81.5397798
2018-12-01,Queens,EXP,QM1,Off-Peak,1632.73,0.245906829,5.639920334,49.6036022
2018-12-01,Queens,EXP,QM1,Peak,3445.3,1.093135111,9.306320787,33.7950368
2018-12-01,Queens,EXP,QM10,Off-Peak,828.7205,2.975175032,1.831960784,69.8114382
2018-12-01,Queens,EXP,QM10,Peak,2387.27,3.186234874,4.175666,45.2271956
2018-12-01,Queens,EXP,QM11,Off-Peak,1465.66,1.511082117,-1.287982367,74.8097413
2018-12-01,Queens,EXP,QM11,Peak,5633.58,2.951092368,3.906549331,47.9893538
2018-12-01,Queens,EXP,QM12,Off-Peak,1107.81,2.489378863,2.341393405,60.225714
2018-12-01,Queens,EXP,QM12,Peak,3264.25,3.360939206,7.071575574,34.1753137
2018-12-01,Queens,EXP,QM15,Off-Peak,8053.47,3.400838631,1.91062758,57.7116593
2018-12-01,Queens,EXP,QM15,Peak,14470.59,1.43313743,6.303197743,40.1906515
2018-12-01,Queens,EXP,QM16,Off-Peak,2881.63,1.012910635,-4.302103806,85.8444709
2018-12-01,Queens,EXP,QM16,Peak,5566.39,1.742118777,6.771028641,40.2659174
2018-12-01,Queens,EXP,QM17,Off-Peak,3051.09,3.060348571,-3.42550104,67.1380489
2018-12-01,Queens,EXP,QM17,Peak,4822.89,2.61962072,7.085340677,35.9709037
2018-12-01,Queens,EXP,QM18,Off-Peak,924.4925,2.184311109,4.13036584,51.6573904
2018-12-01,Queens,EXP,QM18,Peak,2564.16,4.45843485,10.63062977,24.6439723
2018-12-01,Queens,EXP,QM2,Off-Peak,8859.12,2.869985672,2.823290998,52.2464903
2018-12-01,Queens,EXP,QM2,Peak,10089.41,2.351183474,2.70403628,51.713536
2018-12-01,Queens,EXP,QM20,Off-Peak,6870.74,2.965466054,0.78883064,58.2318645
2018-12-01,Queens,EXP,QM20,Peak,10771.69,2.2220665,1.300916115,57.0887819
2018-12-01,Queens,EXP,QM21,Off-Peak,1789.64,3.756168999,5.026451859,34.8522607
2018-12-01,Queens,EXP,QM21,Peak,2658.33,3.732185434,5.475309794,38.4336664
2018-12-01,Queens,EXP,QM24,Off-Peak,2207.57,1.198200396,-1.609785535,79.8829945
2018-12-01,Queens,EXP,QM24,Peak,7189.96,1.909303948,2.058396488,57.2583222
2018-12-01,Queens,EXP,QM25,Off-Peak,2297.16,1.405007854,-2.34729623,76.2908405
2018-12-01,Queens,EXP,QM25,Peak,5233.05,2.340247884,4.376769174,50.1296424
2018-12-01,Queens,EXP,QM31,Off-Peak,72.1655,5.3317334,6.591077893,35.7961907
2018-12-01,Queens,EXP,QM31,Peak,3594.38,2.144026256,9.530851696,29.8373393
2018-12-01,Queens,EXP,QM32,Off-Peak,1394.36,2.101147085,4.088754712,51.6671493
2018-12-01,Queens,EXP,QM32,Peak,6900.42,1.518509177,1.632291172,59.2499985
2018-12-01,Queens,EXP,QM34,Off-Peak,1903.04,0.84431108,2.38052017,65.9477008
2018-12-01,Queens,EXP,QM34,Peak,8136.93,1.51640012,3.957469867,51.9190198
2018-12-01,Queens,EXP,QM35,Off-Peak,2136.19,2.057918171,3.726332103,49.7227165
2018-12-01,Queens,EXP,QM35,Peak,7924.98,1.736711211,11.00509297,27.4856711
2018-12-01,Queens,EXP,QM36,Off-Peak,687.7153,1.12844761,4.415457121,37.023053
2018-12-01,Queens,EXP,QM36,Peak,4111.2,1.822482991,10.42611088,30.5422793
2018-12-01,Queens,EXP,QM4,Off-Peak,3384.25,5.273780469,1.817354052,53.1501637
2018-12-01,Queens,EXP,QM4,Peak,4159.56,3.702817944,3.474711574,47.2468444
2018-12-01,Queens,EXP,QM40,Off-Peak,427.3118,2.229355134,1.511879639,73.372067
2018-12-01,Queens,EXP,QM40,Peak,2308.99,2.494317624,4.063734754,49.6450811
2018-12-01,Queens,EXP,QM42,Off-Peak,385.9695,2.685560439,3.475313067,54.1477759
2018-12-01,Queens,EXP,QM42,Peak,3486.89,3.480947345,6.779993692,33.7139364
2018-12-01,Queens,EXP,QM44,Off-Peak,496.5004,1.692902114,1.452654191,62.8400098
2018-12-01,Queens,EXP,QM44,Peak,2766.88,2.569200508,3.329137507,45.8634122
2018-12-01,Queens,EXP,QM5,Off-Peak,9174.87,3.403688924,6.358125387,37.6884519
2018-12-01,Queens,EXP,QM5,Peak,10756.71,1.744127339,11.13826018,29.718315
2018-12-01,Queens,EXP,QM6,Off-Peak,5373.79,3.421590721,6.256433054,37.9094155
2018-12-01,Queens,EXP,QM6,Peak,5582.71,3.509684621,8.818856258,32.5613073
2018-12-01,Queens,EXP,QM7,Off-Peak,4203.46,1.199441864,3.386839311,59.5874793
2018-12-01,Queens,EXP,QM7,Peak,8874.5,1.91856579,5.647718497,39.6424014
2018-12-01,Queens,EXP,QM8,Off-Peak,2525.06,0.738327004,4.245496881,52.6064283
2018-12-01,Queens,EXP,QM8,Peak,8382.94,2.035605681,9.749081472,33.556968
2018-12-01,Queens,EXP,X63,Off-Peak,3647.13,1.321712284,-0.084968507,67.8972094
2018-12-01,Queens,EXP,X63,Peak,8211.72,2.067703717,3.090793691,48.4930255
2018-12-01,Queens,EXP,X64,Peak,4159.29,2.520493533,3.234141864,48.5463839
2018-12-01,Queens,EXP,X68,Off-Peak,2249.22,2.96654333,1.530194549,61.8860136
2018-12-01,Queens,EXP,X68,Peak,5889.93,1.822717004,0.32743358,58.0331681
2018-12-01,Queens,LCL/LTD,Q1,Off-Peak,51588.08,1.30591086,0.349054554,81.947316
2018-12-01,Queens,LCL/LTD,Q1,Peak,35862.07,1.626887675,0.081016636,80.1427219
2018-12-01,Queens,LCL/LTD,Q10,Off-Peak,204244.56,1.88548258,0.332480715,74.1198419
2018-12-01,Queens,LCL/LTD,Q10,Peak,120448.48,2.261308483,0.856941337,68.6144145
2018-12-01,Queens,LCL/LTD,Q100,Off-Peak,54869.09,2.311039239,1.471276002,66.147267
2018-12-01,Queens,LCL/LTD,Q100,Peak,39430.92,2.451182198,2.023189517,59.3356219
2018-12-01,Queens,LCL/LTD,Q101,Off-Peak,44011.36,2.444648562,1.810476241,65.4551315
2018-12-01,Queens,LCL/LTD,Q101,Peak,32568.09,2.332745851,2.171762059,61.7694315
2018-12-01,Queens,LCL/LTD,Q102,Off-Peak,33813.98,2.544242173,0.903445698,71.4390231
2018-12-01,Queens,LCL/LTD,Q102,Peak,31416.43,2.378548874,0.521812954,71.1722719
2018-12-01,Queens,LCL/LTD,Q103,Off-Peak,17917.3,1.610845113,0.158338889,87.8992366
2018-12-01,Queens,LCL/LTD,Q103,Peak,21818.46,1.45249328,0.251313662,83.0769114
2018-12-01,Queens,LCL/LTD,Q104,Off-Peak,27262.38,2.400883912,1.29441152,70.0615521
2018-12-01,Queens,LCL/LTD,Q104,Peak,22950.39,1.787149089,0.976496697,78.1620294
2018-12-01,Queens,LCL/LTD,Q11,Off-Peak,34442.29,1.792720239,-0.128721929,79.416258
2018-12-01,Queens,LCL/LTD,Q11,Peak,34724.71,1.423398548,-0.445441649,79.9768446
2018-12-01,Queens,LCL/LTD,Q110,Off-Peak,73108.97,1.68584702,1.832400988,68.0772156
2018-12-01,Queens,LCL/LTD,Q110,Peak,53450.6,2.265695744,2.504407771,58.9599052
2018-12-01,Queens,LCL/LTD,Q111,Off-Peak,152214.45,1.598237738,1.255514729,70.8189941
2018-12-01,Queens,LCL/LTD,Q111,Peak,78291.57,2.067593421,2.279223552,61.2480896
2018-12-01,Queens,LCL/LTD,Q112,Off-Peak,68115.22,2.483707386,1.271968924,68.7423688
2018-12-01,Queens,LCL/LTD,Q112,Peak,55403.87,2.178033575,1.343861655,66.927844
2018-12-01,Queens,LCL/LTD,Q113,Off-Peak,44179.91,3.091238266,5.459630385,46.9275314
2018-12-01,Queens,LCL/LTD,Q113,Peak,29763.21,3.217167119,5.848022013,41.1545184
2018-12-01,Queens,LCL/LTD,Q114,Off-Peak,73005.54,3.352751297,1.314142173,63.2091167
2018-12-01,Queens,LCL/LTD,Q114,Peak,35106.04,4.234612652,2.179307978,52.3551504
2018-12-01,Queens,LCL/LTD,Q12,Off-Peak,111852.88,1.410925194,0.994430028,76.1516642
2018-12-01,Queens,LCL/LTD,Q12,Peak,72355.58,1.564138822,1.736277692,70.490014
2018-12-01,Queens,LCL/LTD,Q13,Off-Peak,69797.09,1.747092042,0.184667349,75.8438024
2018-12-01,Queens,LCL/LTD,Q13,Peak,44930.03,1.873453801,0.085753175,77.0368754
2018-12-01,Queens,LCL/LTD,Q15,Off-Peak,27245.65,2.323706413,0.250862527,79.967024
2018-12-01,Queens,LCL/LTD,Q15,Peak,20719.88,2.431892125,0.587274737,76.8986654
2018-12-01,Queens,LCL/LTD,Q15A,Off-Peak,31150.62,3.683975308,0.093886379,75.0884501
2018-12-01,Queens,LCL/LTD,Q15A,Peak,25251.41,2.73151885,0.923630125,70.0975576
2018-12-01,Queens,LCL/LTD,Q16,Off-Peak,39386,1.283577201,-0.539106466,89.5251362
2018-12-01,Queens,LCL/LTD,Q16,Peak,35875.77,1.171522085,-0.309841512,83.6056998
2018-12-01,Queens,LCL/LTD,Q17,Off-Peak,186979.67,1.536566045,0.573303812,75.0132221
2018-12-01,Queens,LCL/LTD,Q17,Peak,130088.61,1.708868942,0.215641064,74.4676018
2018-12-01,Queens,LCL/LTD,Q18,Off-Peak,79774.64,2.49014327,1.421011224,65.6470328
2018-12-01,Queens,LCL/LTD,Q18,Peak,66505,2.276201885,1.609748876,63.6335267
2018-12-01,Queens,LCL/LTD,Q19,Off-Peak,39969.09,2.926555309,0.775879933,66.2913236
2018-12-01,Queens,LCL/LTD,Q19,Peak,29497.67,3.294917245,1.258143192,60.0590099
2018-12-01,Queens,LCL/LTD,Q2,Off-Peak,67687.58,1.345696214,-0.233428204,82.6971783
2018-12-01,Queens,LCL/LTD,Q2,Peak,47110.71,1.447971977,-0.106931892,80.0818885
2018-12-01,Queens,LCL/LTD,Q20A,Off-Peak,86882.52,1.436844871,-0.630882719,82.2168811
2018-12-01,Queens,LCL/LTD,Q20A,Peak,59136.28,1.503319324,-0.630305792,80.305153
2018-12-01,Queens,LCL/LTD,Q20B,Off-Peak,62205.19,0.98683635,-0.652806318,86.3352875
2018-12-01,Queens,LCL/LTD,Q20B,Peak,54579.57,1.28797418,-0.333720097,82.065471
2018-12-01,Queens,LCL/LTD,Q21,Off-Peak,23409.66,2.128933109,-0.446059126,77.1930815
2018-12-01,Queens,LCL/LTD,Q21,Peak,13750.77,2.932568248,-0.612276998,76.63831
2018-12-01,Queens,LCL/LTD,Q22,Off-Peak,56466.7,1.446152881,0.985224386,74.8698507
2018-12-01,Queens,LCL/LTD,Q22,Peak,35562.86,1.909125929,1.941818503,64.0559473
2018-12-01,Queens,LCL/LTD,Q23,Off-Peak,188040.6,1.800473929,1.575618163,67.084757
2018-12-01,Queens,LCL/LTD,Q23,Peak,132455.72,1.825131813,1.688237611,65.4189356
2018-12-01,Queens,LCL/LTD,Q24,Off-Peak,90538.46,2.767905459,0.743045401,66.11785
2019-01-01,Queens,LCL/LTD,Q20A,Peak,66599.22,1.38573718,-0.811659072,83.0674105
2018-12-01,Queens,LCL/LTD,Q24,Peak,60359.43,2.69193373,1.315070727,61.8179128
2018-12-01,Queens,LCL/LTD,Q25,Off-Peak,203717.54,1.55304666,1.431884234,70.1722449
2018-12-01,Queens,LCL/LTD,Q25,Peak,186416.41,1.658542697,1.457395244,67.6617992
2018-12-01,Queens,LCL/LTD,Q26,Off-Peak,9178.26,1.29297054,0.683050136,84.1878962
2018-12-01,Queens,LCL/LTD,Q26,Peak,20123.75,1.349046713,1.146439087,75.929645
2018-12-01,Queens,LCL/LTD,Q27,Off-Peak,312651.11,1.21151855,1.04440404,75.4345939
2018-12-01,Queens,LCL/LTD,Q27,Peak,216630.36,1.422905038,1.362131009,71.6000617
2018-12-01,Queens,LCL/LTD,Q28,Off-Peak,99480.21,1.122307719,-0.494105148,83.8691426
2018-12-01,Queens,LCL/LTD,Q28,Peak,72878.61,1.319467152,-0.547069742,83.6860619
2018-12-01,Queens,LCL/LTD,Q29,Off-Peak,37958.4,2.533918132,0.690615517,69.9618781
2018-12-01,Queens,LCL/LTD,Q29,Peak,25507.32,2.185735893,0.457943229,68.205346
2018-12-01,Queens,LCL/LTD,Q3,Off-Peak,107413.96,1.704458611,0.492097501,74.1663747
2018-12-01,Queens,LCL/LTD,Q3,Peak,59799.4,1.726376468,0.524957658,72.2699458
2018-12-01,Queens,LCL/LTD,Q30,Off-Peak,133844.55,1.463212613,1.295384697,70.8039728
2018-12-01,Queens,LCL/LTD,Q30,Peak,85418.03,1.681978663,1.609258466,67.2836092
2018-12-01,Queens,LCL/LTD,Q31,Off-Peak,67779.43,1.419765953,1.02323932,75.6313709
2018-12-01,Queens,LCL/LTD,Q31,Peak,61442.88,1.520710334,1.266577973,70.8076631
2018-12-01,Queens,LCL/LTD,Q32,Off-Peak,101556.91,2.014951221,0.697196747,68.8578521
2018-12-01,Queens,LCL/LTD,Q32,Peak,65862.9,2.383394888,1.023476392,65.1479034
2018-12-01,Queens,LCL/LTD,Q33,Off-Peak,72413.86,1.410423692,0.724342587,74.5248473
2018-12-01,Queens,LCL/LTD,Q33,Peak,45055.52,1.809087743,0.940418814,70.2366695
2018-12-01,Queens,LCL/LTD,Q34,Off-Peak,93126.43,1.811688643,1.929603309,67.0538094
2018-12-01,Queens,LCL/LTD,Q34,Peak,47139.35,1.505026679,1.925782531,68.4193394
2018-12-01,Queens,LCL/LTD,Q35,Off-Peak,31392.74,1.905151327,-0.024743008,78.9493342
2018-12-01,Queens,LCL/LTD,Q35,Peak,26209.35,1.045768526,0.304916121,78.6198811
2018-12-01,Queens,LCL/LTD,Q36,Off-Peak,72999.54,1.147604339,0.506758285,82.0827407
2018-12-01,Queens,LCL/LTD,Q36,Peak,55870,1.436005215,1.356832087,71.1823864
2018-12-01,Queens,LCL/LTD,Q37,Off-Peak,72356.14,1.559892368,0.090398556,81.5163977
2018-12-01,Queens,LCL/LTD,Q37,Peak,61860.87,1.429397007,0.135784949,79.132253
2018-12-01,Queens,LCL/LTD,Q38,Off-Peak,78665.48,2.401886343,1.025611452,72.5085542
2018-12-01,Queens,LCL/LTD,Q38,Peak,75139.58,2.071164213,1.356882014,68.242253
2018-12-01,Queens,LCL/LTD,Q39,Off-Peak,53575.87,2.460931511,1.058470225,64.8027648
2018-12-01,Queens,LCL/LTD,Q39,Peak,47434.58,2.096525996,0.802405602,66.7316903
2018-12-01,Queens,LCL/LTD,Q4,Off-Peak,105665.27,0.938471249,-0.048733748,82.6758381
2018-12-01,Queens,LCL/LTD,Q4,Peak,79225.38,1.11934352,-0.163404649,81.2286729
2018-12-01,Queens,LCL/LTD,Q40,Off-Peak,48177.1,1.555737935,1.96041605,67.4506327
2018-12-01,Queens,LCL/LTD,Q40,Peak,29390.36,1.577248181,2.932146585,58.5531138
2018-12-01,Queens,LCL/LTD,Q41,Off-Peak,67456.81,2.324917358,1.621501496,64.8764751
2018-12-01,Queens,LCL/LTD,Q41,Peak,53936.14,2.216261452,1.788175348,61.9448064
2018-12-01,Queens,LCL/LTD,Q42,Off-Peak,13562.52,1.762369638,-0.951933365,92.7991147
2018-12-01,Queens,LCL/LTD,Q42,Peak,14775.37,1.636837184,-1.09694517,88.0112601
2018-12-01,Queens,LCL/LTD,Q43,Off-Peak,175551.77,1.401403803,0.230110256,78.2250173
2018-12-01,Queens,LCL/LTD,Q43,Peak,122960.1,1.520200517,0.083174701,79.439369
2018-12-01,Queens,LCL/LTD,Q46,Off-Peak,237486.31,1.109521055,-0.850651095,85.4208744
2018-12-01,Queens,LCL/LTD,Q46,Peak,189176.69,1.474740728,-1.13176441,84.8550995
2018-12-01,Queens,LCL/LTD,Q47,Off-Peak,87650.25,1.668314475,0.194919909,78.5889862
2018-12-01,Queens,LCL/LTD,Q47,Peak,71701.9,1.669732617,0.478222064,73.9520052
2018-12-01,Queens,LCL/LTD,Q48,Off-Peak,36003.02,1.647496435,-0.750907692,81.1979287
2018-12-01,Queens,LCL/LTD,Q48,Peak,19483.32,2.504791576,0.873514266,65.3211929
2018-12-01,Queens,LCL/LTD,Q49,Off-Peak,78938.74,2.062090685,-0.264192439,75.7854403
2018-12-01,Queens,LCL/LTD,Q49,Peak,59223.95,1.76546971,-0.426860972,80.4345469
2018-12-01,Queens,LCL/LTD,Q5,Off-Peak,128273.99,1.405660619,-0.243501048,79.8850561
2018-12-01,Queens,LCL/LTD,Q5,Peak,90363.05,1.570201259,-0.912866709,80.9183593
2018-12-01,Queens,LCL/LTD,Q50,Off-Peak,47777.69,2.958271512,0.203579006,69.9513388
2018-12-01,Queens,LCL/LTD,Q50,Peak,30075.87,2.473868281,0.024337434,68.2949516
2018-12-01,Queens,LCL/LTD,Q54,Off-Peak,107002.78,1.908513583,1.10545963,69.7318971
2018-12-01,Queens,LCL/LTD,Q54,Peak,75267.44,2.049777593,1.443120403,64.8445752
2018-12-01,Queens,LCL/LTD,Q55,Off-Peak,72298.63,1.948266396,0.929040181,69.7148491
2018-12-01,Queens,LCL/LTD,Q55,Peak,50666.8,1.996358899,0.928525908,67.7429935
2018-12-01,Queens,LCL/LTD,Q56,Off-Peak,92864.82,2.962432311,0.663035515,65.5386663
2018-12-01,Queens,LCL/LTD,Q56,Peak,57452.38,3.226679127,1.158671141,61.0334185
2018-12-01,Queens,LCL/LTD,Q58,Off-Peak,291873.26,1.753669159,0.952801882,70.715627
2018-12-01,Queens,LCL/LTD,Q58,Peak,206028.65,2.197964886,1.687664169,62.8015978
2018-12-01,Queens,LCL/LTD,Q59,Off-Peak,66001.38,2.549581492,1.02895858,67.3193714
2018-12-01,Queens,LCL/LTD,Q59,Peak,57417.87,2.487547046,1.242600135,63.8156151
2018-12-01,Queens,LCL/LTD,Q6,Off-Peak,105169.11,1.497550185,1.07675212,72.8985085
2018-12-01,Queens,LCL/LTD,Q6,Peak,76186.08,1.999891219,1.614300488,65.8750612
2018-12-01,Queens,LCL/LTD,Q60,Off-Peak,115004.17,2.251922516,1.165036198,67.6253932
2018-12-01,Queens,LCL/LTD,Q60,Peak,56503.94,2.590712121,1.472227659,64.2011268
2018-12-01,Queens,LCL/LTD,Q64,Off-Peak,89909.86,0.934579507,0.178273251,84.3596624
2018-12-01,Queens,LCL/LTD,Q64,Peak,66813.11,1.070731367,-0.226345322,84.8716296
2018-12-01,Queens,LCL/LTD,Q65,Off-Peak,213010.65,1.923818619,1.830391829,65.5157867
2018-12-01,Queens,LCL/LTD,Q65,Peak,167245.79,1.667180533,1.352481474,68.660285
2018-12-01,Queens,LCL/LTD,Q66,Off-Peak,140167.9,2.042023551,1.069470972,67.2894594
2018-12-01,Queens,LCL/LTD,Q66,Peak,108576.44,2.223673002,1.217653001,66.0105799
2018-12-01,Queens,LCL/LTD,Q67,Off-Peak,23190.43,1.8789274,0.681694722,76.4112814
2018-12-01,Queens,LCL/LTD,Q67,Peak,25246.55,2.204082992,0.673134652,69.3572757
2018-12-01,Queens,LCL/LTD,Q69,Off-Peak,92963.53,1.953229928,0.792143807,69.3372755
2018-12-01,Queens,LCL/LTD,Q69,Peak,88652.07,2.106573901,1.093342167,67.4066335
2018-12-01,Queens,LCL/LTD,Q7,Off-Peak,50209.24,2.378532799,2.161731703,59.0110777
2018-12-01,Queens,LCL/LTD,Q7,Peak,37461.59,2.23240639,3.006592438,55.1107191
2018-12-01,Queens,LCL/LTD,Q72,Off-Peak,64026.61,2.649708002,1.231739609,65.7111641
2018-12-01,Queens,LCL/LTD,Q72,Peak,43125.67,2.719337216,1.725851839,59.6748069
2018-12-01,Queens,LCL/LTD,Q76,Off-Peak,68924.43,1.580227701,0.622816554,76.6586132
2018-12-01,Queens,LCL/LTD,Q76,Peak,50174.64,1.741512889,1.32875292,69.1250647
2018-12-01,Queens,LCL/LTD,Q77,Off-Peak,91597.71,1.488438601,0.470935802,75.3932124
2018-12-01,Queens,LCL/LTD,Q77,Peak,78220.88,1.749879306,0.644633156,69.6758218
2018-12-01,Queens,LCL/LTD,Q8,Off-Peak,98038.2,2.255593045,1.572826239,65.5017292
2018-12-01,Queens,LCL/LTD,Q8,Peak,62058.28,2.295478899,1.423705519,64.7089532
2018-12-01,Queens,LCL/LTD,Q83,Off-Peak,104274.35,1.059327902,0.532854287,80.8463183
2018-12-01,Queens,LCL/LTD,Q83,Peak,67383.48,1.411030254,0.637097607,76.1841241
2018-12-01,Queens,LCL/LTD,Q84,Off-Peak,52793.3,1.410922205,-1.074705652,87.1833042
2018-12-01,Queens,LCL/LTD,Q84,Peak,42227.46,0.951790123,-1.536776514,89.033322
2018-12-01,Queens,LCL/LTD,Q85,Off-Peak,126942.24,1.49875406,-0.01285477,78.6222711
2018-12-01,Queens,LCL/LTD,Q85,Peak,93489.86,1.491585216,-0.042728032,77.8671048
2018-12-01,Queens,LCL/LTD,Q88,Off-Peak,139751.84,1.548902681,1.333366728,69.5633567
2018-12-01,Queens,LCL/LTD,Q88,Peak,98678.09,1.449701024,0.948916591,72.0873261
2018-12-01,Queens,LCL/LTD,Q9,Off-Peak,43830.82,1.558718084,1.021093746,74.1181852
2018-12-01,Queens,LCL/LTD,Q9,Peak,28034.92,1.835637096,0.995704473,69.7422231
2018-12-01,Queens,SBS,Q44+,Off-Peak,318574.22,1.147087943,1.422704018,70.0895685
2018-12-01,Queens,SBS,Q44+,Peak,205096.67,1.656718509,1.466173762,66.6658595
2018-12-01,Queens,SBS,Q52+,Off-Peak,56147.8,1.666545275,-1.362019526,84.1413783
2018-12-01,Queens,SBS,Q52+,Peak,39149.76,1.775468135,-1.412670447,83.3031986
2018-12-01,Queens,SBS,Q53+,Off-Peak,137619.04,1.483800316,0.436705007,74.7697956
2018-12-01,Queens,SBS,Q53+,Peak,93928.06,1.169690798,-0.187634389,77.8801142
2018-12-01,Queens,SBS,Q70+,Off-Peak,47056.73,0.910007126,1.323229748,72.5768714
2018-12-01,Queens,SBS,Q70+,Peak,15438.49,0.938274864,1.271061537,70.2626213
2018-12-01,Staten Island,EXP,SIM1,Off-Peak,20771.01,1.060218565,-2.055400696,81.4774122
2018-12-01,Staten Island,EXP,SIM1,Peak,31324.32,1.69487384,-4.047210307,81.2628203
2018-12-01,Staten Island,EXP,SIM10,Off-Peak,27159.05,1.546979783,2.219120425,61.4166797
2018-12-01,Staten Island,EXP,SIM10,Peak,25132.44,1.721092506,4.148630817,47.0928322
2018-12-01,Staten Island,EXP,SIM15,Off-Peak,7913.54,1.241131321,0.292562562,72.8677802
2018-12-01,Staten Island,EXP,SIM15,Peak,15274.78,2.354130694,-2.405187824,70.1123152
2018-12-01,Staten Island,EXP,SIM1C,Off-Peak,43520.29,2.619501293,3.051731089,50.4954602
2018-12-01,Staten Island,EXP,SIM1C,Peak,3387.09,3.633630161,8.760339486,33.991442
2018-12-01,Staten Island,EXP,SIM2,Off-Peak,12382.21,1.851269318,-5.302174021,81.3942303
2018-12-01,Staten Island,EXP,SIM2,Peak,13806.41,2.137608957,-8.816013775,89.3110473
2018-12-01,Staten Island,EXP,SIM22,Off-Peak,7560.74,1.205920844,7.098093674,42.9851354
2018-12-01,Staten Island,EXP,SIM22,Peak,9210.32,2.651500136,9.472492538,26.1572797
2018-12-01,Staten Island,EXP,SIM25,Off-Peak,6827.49,1.071168422,3.119611051,63.2019192
2018-12-01,Staten Island,EXP,SIM25,Peak,9630.96,1.958204067,4.636398522,45.2130231
